Semester,Age,Gender,Address,Region,Family_Size,Family_Income,First_Generation_Student,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,GPA,Marks_Math,Marks_Physics,Marks_CS,Marks_English,Marks_Economics,Marks_Elective,Grade_1,Grade_2,Final_Grade,Number_of_Backlogs,Number_of_Failures,Attendance_Pct,Assignment_Score,Credits_Completed,Study_Time,Number_of_Absences,LMS_Activity_Score,Login_Frequency_Per_Week,Participation_Level,Class_Engagement_Score,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Wants_Higher_Education,Internet_Access,In_Relationship,Attended_Nursery,Travel_Time,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Tuition_Fee_Payment_Status,Scholarship_Available,Financial_Aid,Dropped_Out
4,19,Male,Urban,Central,>3,Low,Yes,Apart,Secondary,Higher,Healthcare,Teacher,Home_Proximity,Father,6.54,35.5,39.9,51.6,46.9,45.3,47.8,10,15,12,0,0,71.4,49.9,96,4,5,74.1,2,Medium,5.8,No,Yes,No,Yes,Yes,Yes,Yes,No,2,3,2,1,2,1,3,Partial,Yes,No,0
1,25,Male,Urban,West,>3,High,No,Together,Primary,Primary,Other,Teacher,Other,Father,7.79,53.5,56.2,59.4,59.0,60.4,61.5,15,13,14,0,0,86.8,49.9,24,2,2,68.8,5,High,5.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,4,5,2,5,3,2,Paid,No,No,0
2,26,Male,Urban,West,>3,High,No,Together,Primary,Primary,Other,Teacher,Other,Father,7.33,59.5,54.3,38.9,56.2,42.3,67.6,13,13,13,0,1,83.6,49.7,48,2,5,72.3,4,Medium,6.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4,5,4,5,1,5,Paid,No,No,0
3,26,Male,Urban,West,>3,High,No,Together,Primary,Primary,Other,Teacher,Other,Father,7.37,50.1,45.1,47.4,58.9,50.3,48.6,12,15,14,1,1,88.1,58.7,60,4,2,72.6,4,Medium,5.4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,4,5,1,1,2,2,Partial,No,No,0
4,27,Male,Urban,West,>3,High,No,Together,Primary,Primary,Other,Teacher,Other,Father,8.0,45.3,61.0,57.3,47.8,65.6,50.7,15,15,15,1,0,100.0,57.3,80,2,5,76.3,6,High,7.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4,1,3,1,5,2,Unpaid,No,No,0
1,24,Female,Urban,East,<=3,Low,Yes,Together,Secondary,Secondary,Home,Other,Home_Proximity,Father,6.45,45.2,51.3,43.9,45.4,50.6,54.4,9,10,10,0,0,89.0,49.8,24,3,5,59.0,3,Medium,4.8,Yes,No,No,No,Yes,Yes,No,Yes,4,2,3,2,4,4,2,Paid,Yes,No,0
2,25,Female,Urban,East,<=3,Low,Yes,Together,Secondary,Secondary,Home,Other,Home_Proximity,Father,6.46,54.0,47.2,46.1,48.4,60.2,55.5,11,9,10,0,0,74.7,41.0,48,1,2,64.8,9,Medium,3.5,No,Yes,No,No,Yes,Yes,No,Yes,4,2,4,5,5,2,4,Paid,Yes,No,0
3,25,Female,Urban,East,<=3,Low,Yes,Together,Secondary,Secondary,Home,Other,Home_Proximity,Father,6.19,49.3,42.5,46.4,45.8,47.0,36.6,12,10,11,0,0,61.6,44.3,72,2,13,43.9,3,Medium,5.3,No,No,No,Yes,Yes,Yes,No,Yes,4,2,1,3,1,5,2,Unpaid,Yes,No,0
4,26,Female,Urban,East,<=3,Low,Yes,Together,Secondary,Secondary,Home,Other,Home_Proximity,Father,5.65,34.3,42.1,45.1,41.4,35.3,50.4,8,11,10,0,0,100.0,36.0,96,4,6,78.4,4,Medium,4.9,No,No,Yes,No,Yes,Yes,No,Yes,4,2,3,1,2,3,5,Partial,Yes,No,0
1,22,Male,Urban,Central,<=3,Middle,No,Together,Unknown,Secondary,Healthcare,Healthcare,Course,Father,8.12,52.6,65.3,46.1,68.5,73.6,53.8,15,19,17,0,0,61.8,52.4,24,4,10,43.0,6,High,7.0,No,No,No,No,Yes,Yes,No,No,2,4,4,1,2,4,4,Paid,No,Yes,0
2,23,Male,Urban,Central,<=3,Middle,No,Together,Unknown,Secondary,Healthcare,Healthcare,Course,Father,8.13,62.2,54.6,59.7,56.7,62.5,69.8,15,17,16,0,0,96.3,63.5,48,3,5,73.7,8,High,5.1,No,No,No,Yes,Yes,Yes,No,No,2,4,3,2,2,3,2,Paid,No,Yes,0
3,23,Male,Urban,Central,<=3,Middle,No,Together,Unknown,Secondary,Healthcare,Healthcare,Course,Father,7.63,56.2,56.0,51.7,55.7,59.6,58.2,12,15,14,0,1,94.0,49.5,72,4,3,61.2,2,High,6.2,No,No,No,Yes,Yes,Yes,No,No,2,4,3,1,2,3,4,Paid,No,Yes,0
4,24,Male,Urban,Central,<=3,Middle,No,Together,Unknown,Secondary,Healthcare,Healthcare,Course,Father,6.81,54.8,48.3,39.3,50.3,57.8,47.0,15,14,14,0,1,93.9,45.3,96,2,2,67.1,4,Medium,5.1,No,Yes,No,No,Yes,Yes,No,No,2,4,3,2,4,1,2,Paid,No,Yes,0
1,23,Other,Rural,North,<=3,Low,Yes,Apart,Primary,Unknown,Home,Other,Course,Mother,7.48,49.0,51.0,58.1,46.4,51.5,41.1,13,12,12,0,0,85.3,50.1,24,2,4,43.2,6,Medium,7.8,No,Yes,No,Yes,No,No,Yes,No,1,4,1,4,4,1,4,Paid,No,No,0
2,24,Other,Rural,North,<=3,Low,Yes,Apart,Primary,Unknown,Home,Other,Course,Mother,6.71,47.8,36.5,50.1,56.5,38.4,31.8,13,14,14,0,0,83.3,36.9,48,4,2,60.9,5,Medium,6.1,Yes,Yes,No,Yes,No,No,Yes,No,1,4,1,2,3,3,3,Paid,No,No,0
3,24,Other,Rural,North,<=3,Low,Yes,Apart,Primary,Unknown,Home,Other,Course,Mother,4.56,22.1,36.2,35.5,26.3,29.1,28.3,5,9,7,1,1,68.8,27.8,60,4,3,50.7,5,Low,1.2,No,Yes,No,No,No,No,Yes,No,1,4,3,1,5,5,2,Partial,No,No,0
4,25,Other,Rural,North,<=3,Low,Yes,Apart,Primary,Unknown,Home,Other,Course,Mother,7.58,78.0,57.0,60.1,75.0,41.9,56.7,14,14,14,1,0,75.0,43.4,80,2,7,65.2,5,High,5.3,No,Yes,Yes,No,No,No,Yes,No,1,4,2,4,4,3,4,Unpaid,No,No,0
1,19,Female,Urban,West,<=3,Middle,Yes,Together,Higher,Higher,Services,Teacher,Course,Father,3.81,32.1,22.4,32.8,32.0,26.8,21.6,8,8,8,0,1,78.1,21.8,24,4,7,76.4,2,Low,1.2,Yes,No,Yes,No,Yes,No,No,Yes,3,3,4,1,5,4,5,Paid,No,Yes,0
2,20,Female,Urban,West,<=3,Middle,Yes,Together,Higher,Higher,Services,Teacher,Course,Father,6.35,51.9,49.9,40.6,53.6,55.3,62.0,13,11,12,0,0,63.2,45.5,48,2,10,59.6,3,Medium,5.9,Yes,No,No,No,Yes,No,No,Yes,3,3,3,2,5,4,3,Partial,No,Yes,0
3,20,Female,Urban,West,<=3,Middle,Yes,Together,Higher,Higher,Services,Teacher,Course,Father,5.18,47.9,39.4,47.3,40.2,58.1,33.6,10,10,10,1,0,58.4,36.4,60,4,13,57.1,2,Low,5.1,No,Yes,No,Yes,Yes,No,No,Yes,3,3,5,1,4,5,3,Paid,No,Yes,0
4,21,Female,Urban,West,<=3,Middle,Yes,Together,Higher,Higher,Services,Teacher,Course,Father,3.8,43.5,21.8,35.0,36.0,49.6,18.5,8,6,7,2,2,78.5,21.1,64,4,3,54.6,0,Low,4.4,Yes,No,Yes,Yes,Yes,No,No,Yes,3,3,5,1,5,3,4,Paid,No,Yes,0
1,17,Female,Urban,East,<=3,Middle,No,Together,Primary,Unknown,Services,Home,Reputation,Mother,7.25,55.4,49.5,41.8,49.1,53.5,59.9,14,15,14,0,0,90.2,37.0,24,2,2,68.6,6,Medium,4.3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4,5,4,4,5,4,Partial,Yes,No,0
2,18,Female,Urban,East,<=3,Middle,No,Together,Primary,Unknown,Services,Home,Reputation,Mother,3.65,25.7,22.2,32.5,20.3,20.4,31.2,4,5,4,3,2,89.2,44.3,24,4,6,74.5,6,Low,2.0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,4,3,2,1,5,5,Paid,Yes,No,1
3,18,Female,Urban,East,<=3,Middle,No,Together,Primary,Unknown,Services,Home,Reputation,Mother,3.84,23.5,34.7,22.4,28.6,14.1,24.6,7,8,8,2,2,77.0,19.3,48,4,4,56.8,8,Low,2.2,No,No,No,No,Yes,Yes,Yes,Yes,3,4,2,1,4,3,4,Paid,Yes,No,1
4,19,Female,Urban,East,<=3,Middle,No,Together,Primary,Unknown,Services,Home,Reputation,Mother,4.86,47.8,44.1,11.8,33.0,40.8,41.8,10,9,10,2,1,87.0,44.5,64,4,6,74.9,5,Low,5.2,No,Yes,No,No,Yes,Yes,Yes,Yes,3,4,4,1,1,3,3,Paid,Yes,No,0
1,21,Male,Urban,Central,>3,Low,Yes,Together,Primary,Primary,Services,Healthcare,Home_Proximity,Other,8.9,70.7,55.5,56.9,68.5,75.8,83.6,15,17,16,0,0,71.6,63.1,24,1,3,49.2,8,High,6.6,No,No,No,No,Yes,Yes,No,No,4,2,4,5,5,1,4,Paid,Yes,No,0
2,22,Male,Urban,Central,>3,Low,Yes,Together,Primary,Primary,Services,Healthcare,Home_Proximity,Other,8.39,50.4,63.6,52.9,52.4,57.8,53.6,15,15,15,0,0,81.2,59.5,48,1,2,64.4,6,High,7.6,No,Yes,Yes,Yes,Yes,Yes,No,No,4,2,3,5,2,3,5,Unpaid,Yes,No,0
3,22,Male,Urban,Central,>3,Low,Yes,Together,Primary,Primary,Services,Healthcare,Home_Proximity,Other,8.57,64.2,37.3,72.2,63.1,68.4,66.6,15,16,16,0,0,83.4,64.4,72,4,3,65.2,5,High,7.6,Yes,No,Yes,Yes,Yes,Yes,No,No,4,2,4,1,4,3,4,Unpaid,Yes,No,0
4,23,Male,Urban,Central,>3,Low,Yes,Together,Primary,Primary,Services,Healthcare,Home_Proximity,Other,9.4,61.7,72.5,78.9,68.9,84.3,68.7,19,19,19,1,0,85.7,74.9,80,2,5,62.4,5,High,7.1,No,No,No,Yes,Yes,Yes,No,No,4,2,5,3,3,3,3,Unpaid,Yes,No,0
1,18,Female,Urban,West,<=3,Middle,No,Together,Unknown,Higher,Healthcare,Home,Other,Other,6.31,49.0,34.6,49.3,47.9,58.1,43.9,13,13,13,0,0,88.8,46.5,24,1,6,74.3,2,Medium,3.9,No,Yes,No,No,Yes,No,No,Yes,3,3,1,5,1,5,2,Partial,Yes,No,0
2,19,Female,Urban,West,<=3,Middle,No,Together,Unknown,Higher,Healthcare,Home,Other,Other,3.32,35.7,18.9,11.3,28.4,24.9,15.0,4,4,4,1,1,77.6,35.6,40,4,2,49.6,2,Low,3.2,No,Yes,No,Yes,Yes,No,No,Yes,3,3,4,1,2,5,3,Paid,Yes,No,0
3,19,Female,Urban,West,<=3,Middle,No,Together,Unknown,Higher,Healthcare,Home,Other,Other,7.72,68.4,60.6,59.6,46.9,50.6,67.4,12,14,13,0,0,75.8,46.5,72,2,2,47.8,4,High,6.7,No,Yes,Yes,No,Yes,No,No,Yes,3,3,2,3,1,3,3,Partial,Yes,No,0
4,20,Female,Urban,West,<=3,Middle,No,Together,Unknown,Higher,Healthcare,Home,Other,Other,4.02,38.5,38.5,42.7,26.3,36.2,34.9,7,9,8,3,3,80.5,29.6,48,4,4,66.3,1,Low,3.6,Yes,No,No,Yes,Yes,No,No,Yes,3,3,5,2,1,4,5,Paid,Yes,No,1
1,21,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Unknown,Other,Other,Course,Mother,8.75,71.3,68.0,68.3,63.6,69.4,83.8,14,14,14,0,1,100.0,55.9,24,3,2,69.6,7,High,7.0,No,Yes,No,Yes,Yes,Yes,No,No,4,5,4,3,3,2,2,Unpaid,Yes,Yes,0
2,22,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Unknown,Other,Other,Course,Mother,8.54,69.4,68.1,62.6,63.5,53.3,58.7,12,18,15,1,0,65.7,56.7,40,3,2,72.0,2,High,7.5,Yes,Yes,No,No,Yes,Yes,No,No,4,5,3,2,3,5,3,Unpaid,Yes,Yes,0
3,22,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Unknown,Other,Other,Course,Mother,6.52,46.1,50.0,54.3,59.6,48.0,39.4,13,12,12,0,0,87.8,46.3,72,4,4,55.3,6,Medium,3.0,Yes,Yes,No,Yes,Yes,Yes,No,No,4,5,5,2,3,5,3,Unpaid,Yes,Yes,0
4,23,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Unknown,Other,Other,Course,Mother,7.52,57.4,45.4,60.2,50.1,50.0,34.5,11,17,14,1,0,88.2,46.2,80,4,5,79.7,3,High,6.5,No,Yes,No,No,Yes,Yes,No,No,4,5,3,2,2,3,1,Unpaid,Yes,Yes,0
1,24,Male,Urban,West,>3,Low,Yes,Apart,Primary,Secondary,Home,Services,Reputation,Mother,9.85,80.9,81.4,65.9,77.7,83.7,80.5,19,20,20,0,0,56.9,77.7,24,1,8,34.1,4,High,7.3,Yes,No,No,Yes,No,Yes,No,Yes,4,4,4,3,1,5,1,Partial,No,No,0
2,25,Male,Urban,West,>3,Low,Yes,Apart,Primary,Secondary,Home,Services,Reputation,Mother,5.12,22.7,37.9,33.7,42.1,43.2,31.6,8,8,8,2,0,57.8,37.7,32,3,15,45.3,6,Low,5.4,No,Yes,No,Yes,No,Yes,No,Yes,4,4,2,1,3,5,4,Paid,No,No,0
3,25,Male,Urban,West,>3,Low,Yes,Apart,Primary,Secondary,Home,Services,Reputation,Mother,7.01,49.6,53.9,49.5,54.0,51.1,54.2,12,12,12,0,0,59.9,53.6,72,2,13,44.4,5,Medium,7.9,No,Yes,No,Yes,No,Yes,No,Yes,4,4,5,4,1,2,2,Partial,No,No,0
4,26,Male,Urban,West,>3,Low,Yes,Apart,Primary,Secondary,Home,Services,Reputation,Mother,5.54,30.6,42.1,24.3,46.1,16.0,35.5,11,12,12,0,0,69.1,34.5,96,2,4,57.2,3,Medium,3.6,Yes,No,No,Yes,No,Yes,No,Yes,4,4,3,4,1,3,1,Partial,No,No,0
1,25,Female,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Teacher,Home,Other,Father,3.69,13.7,34.6,23.1,28.0,29.1,16.5,8,3,6,1,3,77.0,22.3,20,2,6,76.7,3,Low,3.1,No,Yes,No,No,No,Yes,No,Yes,2,4,4,4,4,2,1,Paid,Yes,No,0
2,26,Female,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Teacher,Home,Other,Father,3.21,4.4,25.6,13.5,23.7,19.3,26.3,6,7,6,2,2,61.6,16.4,32,2,8,65.8,4,Low,1.0,No,No,No,Yes,No,Yes,No,Yes,2,4,5,2,5,1,5,Paid,Yes,No,0
3,26,Female,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Teacher,Home,Other,Father,4.09,37.0,32.9,34.1,32.5,25.3,46.1,8,7,8,3,3,71.7,21.5,36,2,6,57.1,2,Low,3.7,Yes,Yes,Yes,No,No,Yes,No,Yes,2,4,3,2,3,3,2,Paid,Yes,No,1
4,27,Female,Urban,North,<=3,Middle,No,Together,Primary,Secondary,Teacher,Home,Other,Father,4.53,47.6,48.1,34.9,15.8,28.0,40.9,9,8,8,0,0,67.8,33.2,96,4,5,62.5,3,Low,3.5,No,Yes,Yes,Yes,No,Yes,No,Yes,2,4,5,1,2,3,4,Paid,Yes,No,0
1,18,Female,Urban,West,<=3,Low,No,Together,Higher,Unknown,Services,Other,Other,Father,5.03,30.9,18.7,23.0,36.7,36.3,39.4,6,11,8,1,1,82.4,30.1,20,4,3,84.0,4,Low,4.2,Yes,No,No,No,Yes,Yes,Yes,Yes,4,1,4,2,4,5,2,Partial,Yes,No,0
2,19,Female,Urban,West,<=3,Low,No,Together,Higher,Unknown,Services,Other,Other,Father,6.36,46.2,51.7,51.1,43.5,27.5,42.4,13,11,12,2,0,73.3,32.2,32,4,3,52.7,3,Medium,6.1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,1,3,2,2,5,3,Paid,Yes,No,0
3,19,Female,Urban,West,<=3,Low,No,Together,Higher,Unknown,Services,Other,Other,Father,5.76,49.2,59.3,42.6,54.1,47.1,27.8,11,12,12,0,0,74.2,45.5,72,4,7,45.2,5,Medium,3.9,No,No,No,No,Yes,Yes,Yes,Yes,4,1,4,2,4,1,5,Paid,Yes,No,0
4,20,Female,Urban,West,<=3,Low,No,Together,Higher,Unknown,Services,Other,Other,Father,6.46,44.1,43.2,42.1,47.9,53.8,48.0,9,11,10,0,0,78.0,42.0,96,4,1,66.8,2,Medium,4.2,Yes,No,No,No,Yes,Yes,Yes,Yes,4,1,3,1,2,4,4,Paid,Yes,No,0
1,19,Male,Urban,Central,<=3,High,No,Together,Primary,Unknown,Services,Other,Other,Mother,3.39,23.6,23.5,36.4,22.6,34.9,32.3,5,10,8,1,3,68.9,27.9,20,2,4,49.2,4,Low,1.1,No,No,No,No,Yes,Yes,Yes,Yes,1,5,1,2,2,1,1,Paid,No,No,0
2,20,Male,Urban,Central,<=3,High,No,Together,Primary,Unknown,Services,Other,Other,Mother,3.36,30.1,25.2,24.9,23.6,28.1,27.3,8,8,8,1,1,87.3,18.4,40,3,4,65.6,4,Low,3.3,No,Yes,No,No,Yes,Yes,Yes,Yes,1,5,1,2,3,2,4,Partial,No,No,0
3,20,Male,Urban,Central,<=3,High,No,Together,Primary,Unknown,Services,Other,Other,Mother,5.28,26.8,29.9,43.7,40.4,42.5,50.3,8,11,10,0,0,61.2,39.6,72,4,12,63.6,1,Low,3.7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5,3,2,2,1,4,Paid,No,No,0
4,21,Male,Urban,Central,<=3,High,No,Together,Primary,Unknown,Services,Other,Other,Mother,7.25,68.6,62.8,54.8,47.4,41.4,71.5,12,15,14,1,0,78.2,52.9,80,3,6,61.2,1,Medium,7.7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5,3,3,1,4,1,Partial,No,No,0
1,19,Female,Urban,Central,>3,Middle,Yes,Apart,Secondary,Unknown,Teacher,Other,Course,Mother,5.37,40.1,31.5,29.9,40.9,44.2,20.9,11,12,12,2,0,69.7,25.2,16,3,3,66.4,5,Low,4.0,Yes,Yes,No,No,No,No,Yes,Yes,3,5,2,2,3,2,3,Paid,No,No,0
2,20,Female,Urban,Central,>3,Middle,Yes,Apart,Secondary,Unknown,Teacher,Other,Course,Mother,4.42,28.3,26.8,40.7,43.9,43.8,31.9,8,9,8,2,3,72.9,25.3,32,4,8,52.8,7,Low,2.7,No,Yes,Yes,No,No,No,Yes,Yes,3,5,2,1,2,3,2,Partial,No,No,1
3,20,Female,Urban,Central,>3,Middle,Yes,Apart,Secondary,Unknown,Teacher,Other,Course,Mother,4.22,34.3,37.6,37.2,32.3,40.7,12.0,6,7,6,1,3,80.0,31.9,60,2,3,61.7,1,Low,3.5,No,Yes,Yes,No,No,No,Yes,Yes,3,5,3,2,3,2,2,Unpaid,No,No,1
4,21,Female,Urban,Central,>3,Middle,Yes,Apart,Secondary,Unknown,Teacher,Other,Course,Mother,4.74,40.7,36.7,38.6,21.5,51.1,38.0,7,7,7,1,0,59.9,37.5,80,4,15,33.7,3,Low,2.6,No,Yes,No,No,No,No,Yes,Yes,3,5,4,1,4,4,3,Unpaid,No,No,1
1,17,Male,Urban,West,<=3,Middle,No,Apart,Primary,Primary,Teacher,Services,Other,Mother,7.1,47.9,54.4,57.6,55.0,47.4,58.4,13,14,14,1,0,85.9,57.0,20,1,5,72.3,10,Medium,4.7,No,Yes,Yes,No,Yes,Yes,No,Yes,4,2,3,5,5,5,3,Partial,Yes,Yes,0
2,18,Male,Urban,West,<=3,Middle,No,Apart,Primary,Primary,Teacher,Services,Other,Mother,7.74,50.9,64.9,60.6,52.6,68.1,66.1,13,17,15,0,0,88.1,48.9,48,3,4,72.0,4,High,4.8,Yes,Yes,No,No,Yes,Yes,No,Yes,4,2,3,1,1,1,5,Paid,Yes,Yes,0
3,18,Male,Urban,West,<=3,Middle,No,Apart,Primary,Primary,Teacher,Services,Other,Mother,6.76,54.3,41.5,52.9,54.6,61.7,46.3,13,14,14,1,0,69.3,49.6,60,4,1,34.9,6,Medium,4.9,No,Yes,No,No,Yes,Yes,No,Yes,4,2,3,1,5,2,4,Paid,Yes,Yes,0
4,19,Male,Urban,West,<=3,Middle,No,Apart,Primary,Primary,Teacher,Services,Other,Mother,6.94,47.9,60.7,57.4,36.9,50.5,59.1,12,15,14,1,1,74.9,52.8,80,3,6,58.9,4,Medium,4.8,Yes,Yes,No,No,Yes,Yes,No,Yes,4,2,4,2,1,2,1,Partial,Yes,Yes,0
1,24,Male,Urban,Central,>3,Low,No,Together,Unknown,Primary,Healthcare,Services,Home_Proximity,Mother,6.71,57.6,47.0,50.0,42.4,58.3,59.7,12,12,12,0,0,74.9,43.8,24,1,5,45.8,4,Medium,6.7,No,Yes,No,No,Yes,Yes,No,No,3,5,5,4,4,5,1,Partial,Yes,No,0
2,25,Male,Urban,Central,>3,Low,No,Together,Unknown,Primary,Healthcare,Services,Home_Proximity,Mother,7.22,53.0,69.0,53.2,52.5,43.9,53.4,13,12,12,0,0,74.7,54.8,48,1,5,59.4,3,Medium,5.2,No,No,No,No,Yes,Yes,No,No,3,5,4,4,2,3,5,Unpaid,Yes,No,0
3,25,Male,Urban,Central,>3,Low,No,Together,Unknown,Primary,Healthcare,Services,Home_Proximity,Mother,6.94,41.9,52.0,63.1,61.2,54.9,41.8,13,11,12,1,0,92.5,33.0,60,4,6,70.8,8,Medium,4.9,No,Yes,No,Yes,Yes,Yes,No,No,3,5,1,1,2,5,4,Partial,Yes,No,0
4,26,Male,Urban,Central,>3,Low,No,Together,Unknown,Primary,Healthcare,Services,Home_Proximity,Mother,5.45,29.8,36.9,42.7,44.0,59.2,46.4,9,10,10,0,1,81.8,36.8,96,2,3,72.6,4,Low,5.1,No,No,Yes,No,Yes,Yes,No,No,3,5,3,2,5,1,2,Partial,Yes,No,0
1,22,Male,Rural,South,<=3,Middle,No,Apart,Primary,Secondary,Home,Services,Reputation,Other,3.47,41.9,30.8,36.3,23.2,24.4,29.2,2,7,4,1,1,66.3,32.2,20,4,4,43.8,5,Low,2.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4,1,2,2,5,4,1,Paid,Yes,No,0
2,23,Male,Rural,South,<=3,Middle,No,Apart,Primary,Secondary,Home,Services,Reputation,Other,3.42,24.5,28.6,16.5,14.8,29.6,12.5,8,5,6,1,3,83.6,21.3,40,1,5,73.5,4,Low,2.3,No,Yes,No,Yes,No,Yes,Yes,Yes,4,1,3,5,5,2,3,Unpaid,Yes,No,1
3,23,Male,Rural,South,<=3,Middle,No,Apart,Primary,Secondary,Home,Services,Reputation,Other,3.38,35.7,28.5,13.7,17.4,17.3,25.9,7,6,6,1,1,70.3,29.5,60,4,5,64.7,4,Low,3.3,No,Yes,No,Yes,No,Yes,Yes,Yes,4,1,3,1,3,1,1,Paid,Yes,No,0
4,24,Male,Rural,South,<=3,Middle,No,Apart,Primary,Secondary,Home,Services,Reputation,Other,3.58,29.2,37.5,24.8,40.4,22.0,21.4,6,7,6,3,1,60.1,11.6,48,4,7,37.4,2,Low,2.9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4,1,5,1,4,5,4,Paid,Yes,No,1
1,24,Male,Urban,West,>3,Middle,No,Together,Primary,Primary,Services,Healthcare,Other,Father,6.64,51.3,49.6,43.5,41.4,47.2,49.3,12,11,12,0,0,86.0,56.8,24,3,7,84.3,4,Medium,4.7,Yes,Yes,No,No,Yes,Yes,Yes,No,2,2,1,3,5,5,4,Paid,No,No,0
2,25,Male,Urban,West,>3,Middle,No,Together,Primary,Primary,Services,Healthcare,Other,Father,6.41,46.2,26.1,38.7,36.0,44.3,39.3,12,11,12,0,1,83.1,40.2,48,3,2,64.1,2,Medium,4.6,Yes,No,No,No,Yes,Yes,Yes,No,2,2,5,2,1,1,3,Partial,No,No,0
3,25,Male,Urban,West,>3,Middle,No,Together,Primary,Primary,Services,Healthcare,Other,Father,5.89,49.6,38.6,30.6,63.2,52.6,49.7,11,9,10,0,0,76.7,38.3,72,4,1,61.0,5,Medium,5.5,No,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4,1,1,2,5,Unpaid,No,No,0
4,26,Male,Urban,West,>3,Middle,No,Together,Primary,Primary,Services,Healthcare,Other,Father,7.51,66.1,60.8,67.8,45.7,61.0,54.1,12,16,14,0,0,73.2,55.2,96,4,4,80.1,6,High,5.9,Yes,No,No,No,Yes,Yes,Yes,No,2,2,3,1,3,5,1,Partial,No,No,0
1,25,Male,Rural,South,<=3,Low,No,Apart,Higher,Primary,Other,Services,Other,Mother,5.02,38.3,22.5,38.1,37.3,44.8,36.3,8,9,8,0,1,92.0,40.3,24,3,4,59.3,4,Low,2.9,No,No,No,Yes,Yes,Yes,No,Yes,1,5,5,1,5,4,4,Partial,No,No,0
2,26,Male,Rural,South,<=3,Low,No,Apart,Higher,Primary,Other,Services,Other,Mother,4.9,27.5,29.9,34.0,26.9,38.9,41.3,11,13,12,0,0,73.2,30.9,48,3,2,62.1,5,Low,4.1,No,Yes,No,Yes,Yes,Yes,No,Yes,1,5,2,1,1,4,3,Paid,No,No,0
3,26,Male,Rural,South,<=3,Low,No,Apart,Higher,Primary,Other,Services,Other,Mother,4.78,46.5,31.8,37.4,35.5,28.2,42.8,10,9,10,3,1,52.1,35.6,36,4,8,52.1,6,Low,2.8,Yes,Yes,No,No,Yes,Yes,No,Yes,1,5,2,1,5,4,1,Paid,No,No,1
4,27,Male,Rural,South,<=3,Low,No,Apart,Higher,Primary,Other,Services,Other,Mother,5.29,40.6,32.0,32.8,46.3,44.0,45.1,11,10,10,1,0,79.3,34.9,80,4,4,70.5,4,Low,5.7,No,Yes,No,No,Yes,Yes,No,Yes,1,5,1,1,3,4,5,Unpaid,No,No,0
1,21,Male,Urban,South,>3,High,No,Apart,Secondary,Higher,Healthcare,Services,Home_Proximity,Mother,5.9,51.0,36.5,30.7,39.5,43.5,42.4,9,9,9,0,0,79.5,34.8,24,1,5,86.4,4,Medium,4.7,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,2,5,3,1,5,3,Unpaid,No,No,0
2,22,Male,Urban,South,>3,High,No,Apart,Secondary,Higher,Healthcare,Services,Home_Proximity,Mother,6.07,46.9,43.8,41.8,31.1,34.5,57.4,12,10,11,0,0,82.7,38.6,48,4,3,71.3,1,Medium,6.2,No,No,No,Yes,Yes,Yes,Yes,Yes,3,2,5,1,4,2,3,Paid,No,No,0
3,22,Male,Urban,South,>3,High,No,Apart,Secondary,Higher,Healthcare,Services,Home_Proximity,Mother,3.56,33.7,14.0,4.4,20.0,34.4,18.9,11,7,9,1,2,74.8,30.0,60,4,2,72.3,1,Low,1.0,No,Yes,No,No,Yes,Yes,Yes,Yes,3,2,5,2,2,1,5,Paid,No,No,0
4,23,Male,Urban,South,>3,High,No,Apart,Secondary,Higher,Healthcare,Services,Home_Proximity,Mother,7.02,60.9,59.4,42.4,49.6,39.8,56.2,10,15,12,1,0,77.1,41.6,80,3,7,62.7,5,Medium,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,3,2,4,1,1,3,2,Unpaid,No,No,0
